1205256547.355220 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256547.667284 63.22.65.77 102.15.134.225 GETVIDEO DDo5ZYEQHAk&signature 254.212.18.221 
1205256547.718126 63.22.65.94 35.139.184.95 GETVIDEO 0_Am3QekjVg&signature 254.212.25.230 
1205256547.847730 63.22.65.73 35.139.176.183 GETVIDEO mhzEbdzo4xQ&signature 254.212.29.127 
1205256548.589458 63.22.65.94 140.8.44.135 GETVIDEO XJCEhyJZdIA&origin 105.136.78.115 
1205256549.188718 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256554.082947 63.22.65.73 140.8.17.1 GETVIDEO nyb8ZHO9nIA&origin 105.136.78.115 
1205256555.154713 63.22.65.77 140.8.174.101 GETVIDEO p6KDnrh6e8I&signature 254.212.16.56 
1205256556.510494 63.22.65.94 102.15.127.147 GETVIDEO VlFhcpDguWc&start 105.136.78.115 
1205256557.811343 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256558.814880 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256558.878488 63.22.65.94 140.8.13.97 GETVIDEO e00axXZX18c&signature 254.212.22.110 
1205256564.168471 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256568.620229 63.22.65.94 102.15.221.95 GETVIDEO 9eDJ3cuXKV4&origin 105.136.78.115 
1205256568.893209 63.22.65.94 102.15.140.173 GETVIDEO o8BQiLrCM30&signature 63.22.67.91 
1205256572.541085 63.22.65.94 102.15.228.42 GETVIDEO jdmqBmiEZd4&signature 254.212.18.255 
1205256572.970634 63.22.65.73 35.139.169.24 GETVIDEO JVHGy9XEF9I&origin 105.136.78.115 
1205256574.673501 63.22.65.94 102.15.186.112 GETVIDEO GOuN7xv4wc4&origin 105.136.78.115 
1205256576.784443 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256579.873762 63.22.65.94 35.139.31.8 GETVIDEO MwtTOxouD5Q&origin 105.136.78.115 
1205256580.880424 63.22.65.94 35.139.31.8 GETVIDEO MwtTOxouD5Q&origin 105.136.78.115 
1205256581.006374 63.22.65.77 102.15.110.150 GETVIDEO 5kj0TJuFSkk&signature 63.36.207.199 
1205256581.060327 63.22.65.77 140.8.20.167 GETVIDEO ydSMBmn2qRQ&signature 254.212.22.202 
1205256581.874649 63.22.65.94 102.15.253.94 GETVIDEO dMH0bHeiRNg&origin 105.136.78.115 
1205256582.073912 63.22.65.94 102.15.235.25 GETVIDEO 1x6PvVSObf0&origin 105.136.78.115 
1205256582.145635 63.22.65.77 102.15.134.225 GETVIDEO neyfFupQolw&signature 63.22.67.24 
1205256582.162380 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256582.513408 63.22.65.73 102.15.238.252 GETVIDEO DvGR2TVWiuI&signature 254.212.30.194 
1205256582.933325 63.22.65.94 35.139.184.95 GETVIDEO -9jQHq9ooNU&signature 254.212.19.155 
1205256583.647909 63.22.65.73 102.15.230.123 GETVIDEO 3dbcSc6kBcM&signature 254.212.18.118 
1205256585.884811 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&signature 254.212.25.173 
1205256587.438830 63.22.65.77 102.15.237.130 GETVIDEO lPT0c0_KgzE&origin 105.136.78.115 
1205256588.421780 63.22.65.77 102.15.234.61 GETVIDEO WaPirNFwvlQ&start 254.212.19.241 
1205256588.720181 63.22.65.73 102.15.234.61 GETVIDEO Mg7u33y45W8&origin 105.136.78.115 
1205256588.786240 63.22.65.77 205.181.63.31 GETVIDEO gRTl1wBaRSk&signature 254.212.22.221 
1205256593.583856 63.22.65.73 35.139.176.183 GETVIDEO 91v-91skDGU&signature 63.22.67.103 
1205256594.659667 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256595.672745 63.22.65.94 35.139.131.191 GETVIDEO Jwb9W51j7fo&origin 105.136.78.115 
1205256596.472158 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256597.001450 63.22.65.73 35.139.191.41 GETVIDEO yUS-_jxUzqY&signature 254.212.25.3 
1205256597.011918 63.22.65.94 35.139.31.8 GETVIDEO rLzCX70vjPk&signature 254.212.16.92 
1205256599.236047 63.22.65.77 205.181.173.92 GETVIDEO xeih2BysbWo&signature 254.212.20.108 
1205256602.193191 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256604.563307 63.22.65.73 205.181.189.79 GETVIDEO riVXH-cNrBk&origin 105.136.78.115 
1205256604.806278 63.22.65.94 102.15.253.94 GETVIDEO 12Z3J1uzd0Q&origin 105.136.78.115 
1205256608.818168 63.22.65.77 102.15.143.20 GETVIDEO 3ZzP_69ZTFk&origin 105.136.78.115 
1205256610.511577 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256611.579132 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256613.517301 63.22.65.73 205.181.175.15 GETVIDEO tINWl0gzQWI&origin 105.136.78.115 
1205256614.214986 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256615.640762 63.22.65.94 35.139.184.37 GETVIDEO Bqy1c_q5_s8&origin 105.136.78.115 
1205256616.004148 63.22.65.94 102.15.127.147 GETVIDEO OSra_D_VRsc&start 254.212.25.173 
1205256616.057439 63.22.65.77 35.139.177.151 GETVIDEO 7g0AJPqKybs&origin 105.136.78.115 
1205256616.746015 63.22.65.77 140.8.60.25 GETVIDEO JqlY0VOFtyA&origin 105.136.78.115 
1205256619.020343 63.22.65.73 102.15.253.146 GETVIDEO CJNuuaw1uX8&signature 254.212.23.255 
1205256625.571419 63.22.65.77 140.8.132.216 GETVIDEO aIInAbKgMyQ&signature 254.212.22.2 
1205256626.890657 63.22.65.77 205.181.173.92 GETVIDEO 84j-CqmTKVE&signature 254.212.16.143 
1205256630.305282 63.22.65.94 102.15.236.131 GETVIDEO OIrSTd0djMk&signature 254.212.22.222 
1205256633.436292 63.22.65.94 205.181.176.19 GETVIDEO mT1msq9KiUs&signature 254.212.23.205 
1205256633.570300 63.22.65.73 102.15.43.249 GETVIDEO 1C5kcJmT7aU&signature 254.212.19.47 
1205256634.060818 63.22.65.73 102.15.234.61 GETVIDEO Mg7u33y45W8&start 105.136.78.115 
1205256634.159745 63.22.65.73 35.139.176.183 GETVIDEO Mz22OxMp_w0&signature 254.212.23.200 
1205256634.521286 63.22.65.73 102.15.234.61 GETVIDEO dw1A6yHih-M&signature 254.212.25.226 
1205256635.802989 63.22.65.73 35.139.128.192 GETVIDEO M6otGMJQv5k&signature 254.212.17.6 
1205256636.709008 63.22.65.94 205.181.162.175 GETVIDEO zErEFfGY6Oc&signature 254.212.21.232 
1205256637.648509 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256641.452483 63.22.65.77 102.15.134.225 GETVIDEO 8o5DJoV1lO4&signature 254.212.19.61 
1205256641.927759 63.22.65.77 205.181.173.92 GETVIDEO wlgSb8CMhVY&signature 254.212.30.108 
1205256644.954248 63.22.65.94 102.15.127.147 GETVIDEO JLVKuraoHF4&origin 105.136.78.115 
1205256645.297179 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256647.472635 63.22.65.77 102.15.8.170 GETVIDEO EjLrxRz1sVI&signature 254.212.16.146 
1205256647.641516 63.22.65.77 102.15.59.169 GETVIDEO OQVZoqO3FJE&signature 63.36.203.102 
1205256649.148244 63.22.65.73 205.181.207.93 GETVIDEO CAGWF6M0f18&signature 63.22.67.85 
1205256650.748568 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256651.542345 63.22.65.77 102.15.234.61 GETVIDEO dw1A6yHih-M&start 254.212.25.226 
1205256651.855738 63.22.65.77 102.15.234.61 GETVIDEO t9NvQ2u6BF0&signature 63.22.67.44 
1205256653.062093 63.22.65.94 102.15.253.94 GETVIDEO iWg3IMN_rhU&origin 105.136.78.115 
1205256653.782347 63.22.65.94 35.139.184.95 GETVIDEO X5hDsDZpmlI&origin 105.136.78.115 
1205256654.608238 63.22.65.94 102.15.127.147 GETVIDEO JLVKuraoHF4&start 105.136.78.115 
1205256655.671516 63.22.65.73 102.15.237.202 GETVIDEO Tnx3--CBUlQ&signature 254.212.23.143 
1205256656.054331 63.22.65.77 102.15.8.170 GETVIDEO EjLrxRz1sVI&start 254.212.16.146 
1205256657.603436 63.22.65.77 102.15.8.170 GETVIDEO EjLrxRz1sVI&start 254.212.16.146 
1205256658.880856 63.22.65.94 102.15.235.25 GETVIDEO Oi7yzKLU4ug&origin 105.136.78.115 
1205256658.989056 63.22.65.94 140.8.29.246 GETVIDEO 4rb8aOzy9t4&origin 105.136.78.115 
1205256659.496266 63.22.65.94 102.15.143.20 GETVIDEO C5WkrZ0nAUw&signature 254.212.18.162 
1205256660.209075 63.22.65.77 102.15.8.170 GETVIDEO EjLrxRz1sVI&start 254.212.16.146 
1205256660.581485 63.22.65.73 102.15.234.61 GETVIDEO t9NvQ2u6BF0&start 63.22.67.44 
1205256660.803593 63.22.65.77 102.15.234.61 GETVIDEO yg0vPxBgKBI&signature 254.212.22.65 
1205256661.403118 63.22.65.77 102.15.134.225 GETVIDEO 8tEROk-Y27Q&origin 105.136.78.115 
1205256661.568990 63.22.65.77 205.181.254.8 GETVIDEO GQcCHs2JdyM&origin 105.136.78.115 
1205256662.111857 63.22.65.77 102.15.236.211 GETVIDEO mSC173GAkLo&signature 254.212.30.196 
1205256662.466514 63.22.65.77 205.181.181.6 GETVIDEO RKirB4ZX0Dw&signature 254.212.22.218 
1205256665.944397 63.22.65.94 102.15.127.147 GETVIDEO xTl9MW18hFs&origin 105.136.78.115 
1205256668.754117 63.22.65.77 140.8.45.127 GETVIDEO 6iZ2gK8M86U&origin 105.136.78.115 
1205256669.146098 63.22.65.94 35.139.131.191 GETVIDEO 4dwc-gUQnLI&signature 254.212.19.110 
1205256670.822071 63.22.65.94 205.181.131.248 GETVIDEO CKbR_sGIqQg&signature 254.212.22.223 
1205256674.162868 63.22.65.94 140.8.20.57 GETVIDEO JQdUz7YVh0g&origin 105.136.78.115 
1205256675.709083 63.22.65.77 102.15.253.91 GETVIDEO ijhzsKXO9pk&signature 254.212.18.166 
1205256676.163772 63.22.65.77 35.139.135.238 GETVIDEO mZMoC-gSnj0&signature 254.212.30.232 
1205256676.492400 63.22.65.94 35.139.184.95 GETVIDEO ujr-Q1SNZvk&signature 254.212.23.255 
1205256677.671218 63.22.65.94 35.139.184.37 GETVIDEO bJi0PFfJN7I&signature 63.36.206.49 
1205256678.147264 63.22.65.94 102.15.127.147 GETVIDEO qzQzBzBijlc&signature 254.212.16.194 
1205256679.716452 63.22.65.94 102.15.143.20 GETVIDEO vU0-ABJOgTA&signature 254.212.18.136 
1205256680.522783 63.22.65.94 35.139.184.95 GETVIDEO ujr-Q1SNZvk&start 254.212.23.255 
1205256680.669099 63.22.65.77 35.139.164.238 GETVIDEO CuoR6OM6KxA&origin 105.136.78.115 
1205256681.429646 63.22.65.73 205.181.183.177 GETVIDEO ElEtJfFYOO0&signature 254.212.30.224 
1205256682.240022 63.22.65.94 140.8.20.39 GETVIDEO AnvJfGLepFo&origin 105.136.78.115 
1205256683.030983 63.22.65.73 140.8.172.169 GETVIDEO hmXxpCTpK3E&signature 254.212.17.15 
1205256683.069327 63.22.65.94 102.15.127.147 GETVIDEO qzQzBzBijlc&start 254.212.16.194 
1205256683.352941 63.22.65.94 140.8.20.57 GETVIDEO wDE6T799W_Y&origin 105.136.78.115 
1205256683.739225 63.22.65.73 102.15.234.61 GETVIDEO yg0vPxBgKBI&start 254.212.22.65 
1205256683.985989 63.22.65.73 102.15.234.61 GETVIDEO _pj2Nutu5v8&origin 105.136.78.115 
1205256684.187683 63.22.65.73 205.181.175.15 GETVIDEO 33OadzYZ8YI&origin 105.136.78.115 
1205256686.916230 63.22.65.94 102.15.237.233 GETVIDEO T62DVCYkPug&signature 254.212.16.175 
1205256686.955834 63.22.65.94 102.15.127.147 GETVIDEO qzQzBzBijlc&start 254.212.16.194 
1205256687.443966 63.22.65.77 102.15.253.91 GETVIDEO AMDVEY4wJSY&signature 254.212.23.153 
1205256688.908612 63.22.65.94 102.15.234.200 GETVIDEO LAphcvZaS8I&signature 254.212.22.96 
1205256689.368282 63.22.65.94 102.15.254.40 GETVIDEO xZix0U4-DC4&signature 254.212.17.84 
1205256692.985758 63.22.65.73 205.181.183.177 GETVIDEO tff4KToGvUM&signature 254.212.25.3 
1205256693.384836 63.22.65.94 102.15.254.40 GETVIDEO sB847VTjC-M&signature 254.212.16.130 
1205256693.631146 63.22.65.94 102.15.127.147 GETVIDEO FnjVCrhDLo0&origin 105.136.78.115 
1205256693.685588 63.22.65.73 102.15.253.146 GETVIDEO HXePRyxDkNk&signature 254.212.21.66 
1205256696.392396 63.22.65.94 102.15.236.131 GETVIDEO pOmEKvP1WTg&signature 254.212.21.249 
1205256698.565804 63.22.65.94 102.15.127.147 GETVIDEO FnjVCrhDLo0&start 105.136.78.115 
1205256699.024644 63.22.65.73 35.139.169.24 GETVIDEO QP34NjJEHiw&signature 63.22.67.46 
1205256699.219875 63.22.65.94 102.15.143.20 GETVIDEO 1qHk_LvtekQ&signature 254.212.18.119 
1205256699.722655 63.22.65.94 102.15.237.58 GETVIDEO RFyAnvHVRYs&signature 254.212.21.222 
1205256699.978348 63.22.65.94 102.15.127.147 GETVIDEO FnjVCrhDLo0&start 105.136.78.115 
1205256701.124985 63.22.65.77 102.15.8.170 GETVIDEO EjLrxRz1sVI&start 254.212.16.146 
1205256704.554813 63.22.65.94 35.139.184.37 GETVIDEO Bqy1c_q5_s8&origin 105.136.78.115 
1205256705.484223 63.22.65.94 102.15.253.94 GETVIDEO ktUSIJEiOug&origin 105.136.78.115 
1205256705.737837 63.22.65.94 205.181.76.237 GETVIDEO 5zA7nPpt4TU&signature 254.212.19.197 
1205256706.198152 63.22.65.73 102.15.230.123 GETVIDEO 22bHUADv7vk&origin 105.136.78.115 
1205256706.332486 63.22.65.73 205.181.183.177 GETVIDEO --IIAwzn_RQ&signature 254.212.20.137 
1205256707.804900 63.22.65.77 205.181.63.31 GETVIDEO saJTe07K2F0&signature 254.212.16.66 
1205256709.027826 63.22.65.73 102.15.234.61 GETVIDEO _pj2Nutu5v8&origin 105.136.78.115 
1205256710.717785 63.22.65.94 35.139.131.191 GETVIDEO aMqd5EQXD-g&origin 105.136.78.115 
1205256711.238371 63.22.65.77 102.15.127.161 GETVIDEO X6EDAZ3crdY&origin 105.136.78.115 
1205256711.355640 63.22.65.94 35.139.184.37 GETVIDEO A46nqP1gd-Y&origin 105.136.78.115 
1205256711.903880 63.22.65.94 102.15.127.147 GETVIDEO vOa8qOShtdY&signature 254.212.16.118 
1205256712.349458 63.22.65.77 102.15.35.31 GETVIDEO -dMg48I6CQw&signature 254.212.16.214 
1205256715.409848 63.22.65.94 102.15.127.147 GETVIDEO vOa8qOShtdY&start 254.212.16.118 
1205256718.393729 63.22.65.94 102.15.237.233 GETVIDEO 2IMMbbOhr7s&signature 254.212.31.52 
1205256718.828835 63.22.65.94 140.8.44.166 GETVIDEO e00axXZX18c&signature 254.212.30.69 
1205256719.746227 63.22.65.94 102.15.127.147 GETVIDEO vOa8qOShtdY&start 254.212.16.118 
1205256721.713579 63.22.65.94 102.15.254.40 GETVIDEO xZix0U4-DC4&signature 254.212.17.84 
1205256722.895214 63.22.65.94 205.181.183.177 GETVIDEO I4bV0hOd4_U&signature 63.36.207.129 
1205256722.930078 63.22.65.77 205.181.166.205 GETVIDEO DD9O1j3Oxv0&origin 105.136.78.115 
1205256723.028115 63.22.65.73 102.15.146.63 GETVIDEO MJDDxHIaaVk&origin 105.136.78.115 
1205256723.837440 63.22.65.77 205.181.166.205 GETVIDEO k-xrlONMEpM&origin 105.136.78.115 
1205256724.442439 63.22.65.77 205.181.166.205 GETVIDEO MrelPOP518g&origin 105.136.78.115 
1205256724.544323 63.22.65.73 102.15.227.158 GETVIDEO AUsH699nVxw&origin 105.136.78.115 
1205256725.058229 63.22.65.77 205.181.173.92 GETVIDEO 6uwzxSp3HBk&signature 254.212.31.37 
1205256725.627454 63.22.65.94 102.15.23.97 GETVIDEO LcM0OT6mnqA&origin 105.136.78.115 
1205256725.952439 63.22.65.94 140.8.174.101 GETVIDEO tTefv6MfGSQ&signature 254.212.20.191 
1205256727.224021 63.22.65.77 205.181.166.205 GETVIDEO -D99n9f3vU4&origin 105.136.78.115 
1205256727.802606 63.22.65.73 102.15.253.146 GETVIDEO CJNuuaw1uX8&signature 254.212.23.255 
1205256734.113682 63.22.65.73 205.181.183.177 GETVIDEO au3gkzDx_DU&signature 254.212.25.40 
1205256735.857699 63.22.65.94 102.15.253.94 GETVIDEO L-WZG-y2e9k&origin 105.136.78.115 
1205256739.126575 63.22.65.77 35.139.40.220 GETVIDEO XLeb5EvAMOs&origin 105.136.78.115 
1205256740.338845 63.22.65.77 140.8.20.167 GETVIDEO dnCxKy7LPk4&signature 254.212.16.113 
1205256741.460683 63.22.65.77 140.8.45.127 GETVIDEO H1iR2Wi3u5o&origin 105.136.78.115 
1205256742.190507 63.22.65.94 102.15.127.147 GETVIDEO qzQzBzBijlc&signature 254.212.16.194 
1205256742.366797 63.22.65.77 205.181.165.154 GETVIDEO AC0sR5_NTFo&origin 105.136.78.115 
1205256742.489721 63.22.65.94 140.8.22.167 GETVIDEO kd07loOpcjw&signature 254.212.22.196 
1205256745.280078 63.22.65.77 35.139.178.61 GETVIDEO EnmInJgcSwc&signature 63.36.203.233 
1205256746.223024 63.22.65.73 102.15.230.123 GETVIDEO IyMubC9vgPc&origin 105.136.78.115 
1205256746.234630 63.22.65.77 102.15.8.153 GETVIDEO oCGWLLztnDc&signature 254.212.29.222 
1205256748.605253 63.22.65.73 102.15.169.140 GETVIDEO 8MlFajrqKDc&signature 63.22.67.99 
1205256750.012731 63.22.65.73 102.15.234.61 GETVIDEO _pj2Nutu5v8&origin 105.136.78.115 
1205256750.654067 63.22.65.73 102.15.41.125 GETVIDEO FPe3nm7GSr0&origin 105.136.78.115 
1205256751.215487 63.22.65.94 102.15.237.58 GETVIDEO UKXeLCj9eec&signature 254.212.21.64 
1205256761.509504 63.22.65.94 102.15.229.52 GETVIDEO LcM0OT6mnqA&origin 105.136.78.115 
1205256762.049438 63.22.65.94 205.181.187.243 GETVIDEO pTYGS0PI8bM&signature 254.212.25.2 
1205256767.186134 63.22.65.94 102.15.127.147 GETVIDEO kfxkKDb6QzM&signature 254.212.21.147 
1205256771.490480 63.22.65.94 102.15.143.20 GETVIDEO 88d-uGQ787s&signature 254.212.19.127 
1205256772.070628 63.22.65.94 102.15.237.58 GETVIDEO yQTw7I_2ohQ&signature 254.212.21.69 
1205256773.297515 63.22.65.73 35.139.128.192 GETVIDEO xrGzl_-0I7g&signature 254.212.16.138 
1205256773.312287 63.22.65.73 102.15.234.61 GETVIDEO E8aprCNnecU&origin 105.136.78.115 
1205256773.988881 63.22.65.94 35.139.184.95 GETVIDEO RJQqkP9owu4&signature 254.212.22.7 
1205256775.399276 63.22.65.73 35.139.128.192 GETVIDEO 7u7xhPogv2I&signature 254.212.22.216 
1205256776.573189 63.22.65.94 102.15.127.147 GETVIDEO kfxkKDb6QzM&start 254.212.21.147 
1205256777.199481 63.22.65.77 205.181.177.10 GETVIDEO R6OrJLvrFWI&signature 254.212.20.144 
1205256778.083399 63.22.65.77 102.15.41.191 GETVIDEO wwfAKFg-0-Y&origin 105.136.78.115 
1205256779.499845 63.22.65.94 140.8.20.39 GETVIDEO KRpQXs4SGW8&origin 105.136.78.115 
1205256779.576205 63.22.65.77 35.139.164.238 GETVIDEO 2UPaRi0WY7c&origin 105.136.78.115 
1205256780.345257 63.22.65.77 205.181.173.92 GETVIDEO 3Wacli9Zz0E&signature 254.212.19.114 
1205256780.694961 63.22.65.94 140.8.50.30 GETVIDEO dHhWGImwQw0&signature 254.212.19.183 
1205256780.753765 63.22.65.94 140.8.40.108 GETVIDEO J1SnmqxCIIE&signature 254.212.29.94 
1205256781.801900 63.22.65.73 35.139.128.192 GETVIDEO _AXaDIKBDQ4&signature 254.212.25.27 
1205256783.242469 63.22.65.77 205.181.206.215 GETVIDEO QnOTIat687s&origin 105.136.78.115 
1205256783.818790 63.22.65.94 205.181.186.141 GETVIDEO qHs5A9EHrDE&signature 254.212.16.211 
1205256783.893556 63.22.65.77 102.15.234.61 GETVIDEO E8aprCNnecU&start 105.136.78.115 
1205256784.371942 63.22.65.77 102.15.35.31 GETVIDEO YVX0sVMGCAo&signature 254.212.16.69 
1205256784.470203 63.22.65.73 102.15.230.123 GETVIDEO Et_6CoiHdoE&signature 254.212.16.113 
1205256784.813785 63.22.65.94 102.15.40.68 GETVIDEO jY1OEVwH3So&signature 254.212.18.155 
1205256784.849255 63.22.65.77 102.15.234.61 GETVIDEO E8aprCNnecU&origin 105.136.78.115 
1205256784.937059 63.22.65.94 102.15.228.42 GETVIDEO OEpbpoqgUdM&origin 105.136.78.115 
1205256785.859499 63.22.65.73 205.181.175.15 GETVIDEO -is_Xh3Yh1k&origin 105.136.78.115 
1205256787.482508 63.22.65.94 35.139.184.37 GETVIDEO YeAW8SCkdP0&signature 254.212.20.187 
1205256787.591307 63.22.65.94 35.139.131.191 GETVIDEO jCKxWQCs3f0&origin 105.136.78.115 
1205256787.868280 63.22.65.73 102.15.230.135 GETVIDEO vmTMmjOPLw0&origin 105.136.78.115 
1205256788.900043 63.22.65.94 102.15.127.147 GETVIDEO 61GhQCeEFtQ&origin 105.136.78.115 
1205256789.075055 63.22.65.94 140.8.40.108 GETVIDEO J1SnmqxCIIE&start 254.212.29.94 
1205256789.555827 63.22.65.94 102.15.143.20 GETVIDEO D9ci449hL-M&signature 254.212.18.249 
1205256790.633423 63.22.65.94 102.15.230.19 GETVIDEO 5OUJdEcd4sE&signature 254.212.23.142 
1205256791.011411 63.22.65.77 35.139.177.42 GETVIDEO Bxot1Ng6YCo&origin 105.136.78.115 
1205256792.328240 63.22.65.94 102.15.143.20 GETVIDEO n0MAzBYvSec&signature 254.212.22.48 
1205256794.022671 63.22.65.94 102.15.253.94 GETVIDEO 8sgycukafqQ&origin 105.136.78.115 
1205256797.237814 63.22.65.94 102.15.143.20 GETVIDEO Cniylw6Yl2o&signature 254.212.18.106 
1205256799.560730 63.22.65.94 102.15.127.147 GETVIDEO 61GhQCeEFtQ&start 105.136.78.115 
1205256801.608001 63.22.65.94 205.181.187.243 GETVIDEO PT6OS5fNzgY&origin 105.136.78.115 
1205256802.015925 63.22.65.94 102.15.143.20 GETVIDEO y9gprpmrYYE&signature 254.212.22.15 
1205256802.090478 63.22.65.73 102.15.26.155 GETVIDEO RrpajcAgR1E&signature 254.212.31.72 
1205256803.430749 63.22.65.77 102.15.156.66 GETVIDEO OO7sym2yL7Q&signature 254.212.17.40 
1205256803.478091 63.22.65.94 102.15.211.236 GETVIDEO H322VCaBOP0&origin 105.136.78.115 
1205256805.665457 63.22.65.77 140.8.29.246 GETVIDEO w0ffwDYo00Q&origin 105.136.78.115 
1205256807.101932 63.22.65.73 205.181.186.122 GETVIDEO XrAA6VMIPb0&signature 254.212.29.85 
1205256809.281413 63.22.65.94 102.15.127.147 GETVIDEO Pso0NqhyD6A&origin 105.136.78.115 
1205256811.501102 63.22.65.94 102.15.229.52 GETVIDEO DTxZs-pRZ_M&origin 105.136.78.115 
1205256811.635209 63.22.65.77 205.181.206.215 GETVIDEO 68gCXzla5-c&origin 105.136.78.115 
1205256811.753056 63.22.65.94 102.15.127.147 GETVIDEO Pso0NqhyD6A&start 105.136.78.115 
1205256814.417942 63.22.65.73 35.139.31.8 GETVIDEO 0ZN-UdAvGaw&signature 254.212.16.206 
1205256815.542777 63.22.65.73 102.15.228.42 GETVIDEO OEpbpoqgUdM&origin 105.136.78.115 
